46.751052	23.504073	3212.000000
46.754799	23.509478	4344.000000
46.752926	23.506775	4997.000000
46.749179	23.501370	3222.000000
46.756672	23.512181	4162.000000
46.758545	23.514883	6032.000000
46.760419	23.517586	5068.000000
46.762292	23.520289	5068.000000
46.764165	23.522992	2502.000000
46.766038	23.525694	2217.000000
46.767912	23.528397	2353.000000
46.769785	23.531100	2370.000000
46.771658	23.533802	2191.000000
46.773532	23.536505	3381.000000
46.775405	23.539208	2941.000000
46.777278	23.541910	2778.000000
46.779151	23.544613	2537.000000
46.781025	23.547316	2876.000000
46.782898	23.550018	3023.000000
46.784771	23.552721	2656.000000
46.786645	23.555424	2805.000000
46.788518	23.558126	2776.000000
46.790391	23.560829	2690.000000
46.792264	23.563532	2916.000000
46.794138	23.566235	2815.000000
46.796011	23.568937	2853.000000
46.797884	23.571640	3080.000000
46.799757	23.574343	2944.000000
46.801631	23.577045	3127.000000
46.803504	23.579748	3583.000000
46.748824	23.504867	3194.000000
46.750697	23.507569	4884.000000
46.752571	23.510272	4344.000000
46.754444	23.512975	4162.000000
46.756317	23.515677	4164.000000
46.758191	23.518380	5068.000000
46.760064	23.521083	4104.000000
46.761937	23.523785	2447.000000
46.763810	23.526488	2316.000000
46.765684	23.529191	2214.000000
46.767557	23.531893	2523.000000
46.769430	23.534596	2119.000000
46.771304	23.537299	2010.000000
46.773177	23.540002	2234.000000
46.775050	23.542704	3178.000000
46.776923	23.545407	3019.000000
46.778797	23.548110	2781.000000
46.780670	23.550812	2936.000000
46.782543	23.553515	2719.000000
46.784416	23.556218	2383.000000
46.786290	23.558920	2675.000000
46.788163	23.561623	2725.000000
46.790036	23.564326	2656.000000
46.791910	23.567028	2735.000000
46.793783	23.569731	2832.000000
46.795656	23.572434	2628.000000
46.797529	23.575137	2650.000000
46.799403	23.577839	2691.000000
46.801276	23.580542	2882.000000
46.803149	23.583245	3533.000000
46.748469	23.508363	4355.000000
46.750343	23.511066	4282.000000
46.752216	23.513769	4112.000000
46.754089	23.516471	4193.000000
46.755963	23.519174	4094.000000
46.757836	23.521877	3160.000000
46.759709	23.524579	2419.000000
46.761582	23.527282	2419.000000
46.763456	23.529985	2149.000000
46.765329	23.532687	2231.000000
46.767202	23.535390	1960.000000
46.769075	23.538093	2005.000000
46.770949	23.540795	2029.000000
46.772822	23.543498	2269.000000
46.774695	23.546201	2962.000000
46.776569	23.548904	2701.000000
46.778442	23.551606	2604.000000
46.780315	23.554309	2749.000000
46.782188	23.557012	2560.000000
46.784062	23.559714	2581.000000
46.785935	23.562417	2467.000000
46.787808	23.565120	2483.000000
46.789681	23.567822	2572.000000
46.791555	23.570525	2561.000000
46.793428	23.573228	2521.000000
46.795301	23.575930	2583.000000
46.797175	23.578633	2582.000000
46.799048	23.581336	2770.000000
46.800921	23.584038	3192.000000
46.802794	23.586741	3468.000000
46.748115	23.511860	nan
46.749988	23.514562	4003.000000
46.751861	23.517265	4086.000000
46.753734	23.519968	4094.000000
46.755608	23.522671	3196.000000
46.757481	23.525373	3103.000000
46.759354	23.528076	3432.000000
46.761228	23.530779	2270.000000
46.763101	23.533481	1922.000000
46.764974	23.536184	2150.000000
46.766847	23.538887	1790.000000
46.768721	23.541589	1828.000000
46.770594	23.544292	1748.000000
46.772467	23.546995	2462.000000
46.774340	23.549697	3023.000000
46.776214	23.552400	2532.000000
46.778087	23.555103	2454.000000
46.779960	23.557805	2524.000000
46.781834	23.560508	2688.000000
46.783707	23.563211	2478.000000
46.785580	23.565914	2329.000000
46.787453	23.568616	2423.000000
46.789327	23.571319	2345.000000
46.791200	23.574022	2417.000000
46.793073	23.576724	2446.000000
46.794947	23.579427	2410.000000
46.796820	23.582130	2419.000000
46.798693	23.584832	2482.000000
46.800566	23.587535	3335.000000
46.802440	23.590238	3678.000000
46.747760	23.515356	nan
46.749633	23.518059	3832.000000
46.751506	23.520762	3658.000000
46.753380	23.523464	3206.000000
46.755253	23.526167	2984.000000
46.757126	23.528870	3189.000000
46.758999	23.531572	2611.000000
46.760873	23.534275	2458.000000
46.762746	23.536978	1755.000000
46.764619	23.539681	1644.000000
46.766493	23.542383	1662.000000
46.768366	23.545086	1843.000000
46.770239	23.547789	1570.000000
46.772112	23.550491	1406.000000
46.773986	23.553194	1365.000000
46.775859	23.555897	2339.000000
46.777732	23.558599	2693.000000
46.779606	23.561302	2388.000000
46.781479	23.564005	2815.000000
46.783352	23.566707	2714.000000
46.785225	23.569410	2404.000000
46.787099	23.572113	2189.000000
46.788972	23.574816	2311.000000
46.790845	23.577518	2242.000000
46.792718	23.580221	2289.000000
46.794592	23.582924	2189.000000
46.796465	23.585626	2375.000000
46.798338	23.588329	2578.000000
46.800212	23.591032	3654.000000
46.802085	23.593734	3732.000000
46.747405	23.518853	3892.000000
46.749278	23.521556	3423.000000
46.751152	23.524258	3355.000000
46.753025	23.526961	2792.000000
46.754898	23.529664	2774.000000
46.756771	23.532366	2485.000000
46.758645	23.535069	2342.000000
46.760518	23.537772	2304.000000
46.762391	23.540474	1576.000000
46.764265	23.543177	1427.000000
46.766138	23.545880	1469.000000
46.768011	23.548583	1390.000000
46.769884	23.551285	1312.000000
46.771758	23.553988	1341.000000
46.773631	23.556691	1361.000000
46.775504	23.559393	1362.000000
46.777377	23.562096	2282.000000
46.779251	23.564799	2056.000000
46.781124	23.567501	2126.000000
46.782997	23.570204	2531.000000
46.784871	23.572907	2300.000000
46.786744	23.575609	2197.000000
46.788617	23.578312	2118.000000
46.790490	23.581015	2302.000000
46.792364	23.583717	2138.000000
46.794237	23.586420	2246.000000
46.796110	23.589123	2654.000000
46.797983	23.591826	2484.000000
46.799857	23.594528	3646.000000
46.801730	23.597231	4029.000000
46.747050	23.522350	3461.000000
46.748924	23.525052	3345.000000
46.750797	23.527755	3085.000000
46.752670	23.530458	2802.000000
46.754543	23.533160	2390.000000
46.756417	23.535863	2436.000000
46.758290	23.538566	2147.000000
